condo	       2	       1.0	       1	       0	       4	       1465	       2523000
condo	       2	       1.0	       1	       0	       4	       1449	       2561400
condo	       6	       3.0	       1	       0	       3	       2904	       4094400
condo	       2	       1.0	       1	       0	       3	       1445	       2427000
coop 	       1	       1.0	       0	       0	       3	       985	       1179000
coop 	       4	       2.0	       1	       0	       3	       2238	       2662800
coop 	       5	       4.0	       1	       0	       3	       2931	       3414600
condo	       5	       4.0	       0	       0	       5	       2736	       3945600
condo	       1	       1.0	       0	       0	       3	       963	       1837800
condo	       1	       1.0	       0	       0	       2	       987	       1720200
coop 	       4	       2.0	       1	       1	       5	       2465	       3135000
condo	       1	       1.0	       0	       0	       4	       905	       1851000
coop 	       1	       1.0	       0	       0	       3	       992	       1219200
coop 	       2	       1.0	       1	       0	       3	       1434	       1820400
coop 	       6	       3.0	       0	       0	       3	       2659	       3203400
condo	       2	       1.0	       1	       0	       4	       1462	       2485200
condo	       4	       2.0	       1	       1	       3	       2447	       3472200
coop 	       5	       3.0	       0	       0	       3	       2456	       2877600
condo	       2	       1.0	       1	       0	       4	       1406	       2535600
coop 	       4	       2.0	       1	       0	       4	       2219	       2819400
coop 	       2	       1.0	       1	       0	       2	       1471	       1698600
condo	       4	       2.0	       1	       1	       5	       2484	       3770400
condo	       2	       1.0	       1	       0	       4	       1484	       2594400
coop 	       6	       3.0	       0	       0	       2	       2748	       3196800
condo	       2	       1.0	       1	       0	       5	       1478	       2674800
condo	       3	       1.5	       1	       0	       3	       1867	       2812200
condo	       4	       2.0	       1	       1	       4	       2483	       3637800
condo	       5	       2.5	       0	       0	       4	       2279	       3527400
coop 	       2	       1.0	       1	       0	       2	       1446	       1719600
condo	       1	       1.0	       0	       0	       4	       972	       1963200
coop 	       4	       2.0	       1	       0	       4	       2233	       2803800
coop 	       3	       1.5	       1	       0	       4	       1861	       2400600
condo	       1	       1.0	       0	       0	       3	       973	       1867800
coop 	       1	       1.0	       0	       0	       3	       935	       1161000
condo	       5	       4.0	       0	       0	       5	       2659	       3971400
coop 	       2	       1.0	       1	       0	       3	       1406	       1779600
condo	       5	       2.5	       0	       0	       5	       2305	       3675000
condo	       2	       1.0	       1	       0	       3	       1493	       2467800
condo	       4	       2.0	       1	       1	       4	       2434	       3668400
coop 	       2	       1.0	       1	       0	       4	       1452	       1951200
coop 	       2	       1.0	       1	       0	       4	       1443	       1885800
condo	       1	       1.0	       0	       0	       3	       926	       1743600
condo	       1	       1.0	       0	       0	       4	       984	       1934400
coop 	       1	       1.0	       0	       0	       4	       975	       1329000
coop 	       2	       1.0	       1	       0	       4	       1467	       1912200
coop 	       1	       1.0	       0	       0	       2	       942	       1069200
coop 	       4	       2.0	       1	       0	       4	       2208	       2788800
coop 	       6	       5.0	       0	       0	       3	       3160	       3576000
coop 	       2	       1.0	       1	       0	       2	       1409	       1697400
condo	       2	       1.0	       1	       0	       3	       1412	       2407200
condo	       1	       1.0	       0	       0	       2	       923	       1693800
condo	       5	       4.0	       1	       1	       3	       3195	       4233000
coop 	       2	       1.0	       1	       0	       3	       1438	       1798800
coop 	       1	       1.0	       0	       0	       3	       939	       1211400
coop 	       1	       1.0	       0	       0	       4	       906	       1347600
coop 	       6	       3.0	       1	       1	       3	       3233	       3823800
coop 	       7	       3.5	       2	       1	       3	       3826	       4395600
coop 	       3	       1.5	       1	       1	       5	       2072	       2671200
condo	       1	       1.0	       0	       0	       5	       956	       2109600
coop 	       1	       1.0	       0	       0	       5	       944	       1478400
condo	       2	       1.0	       1	       0	       5	       1427	       2680200
coop 	       2	       1.0	       1	       0	       4	       1437	       1930200
condo	       5	       4.0	       0	       0	       2	       2676	       3585600
coop 	       1	       1.0	       0	       0	       3	       964	       1166400
condo	       2	       1.0	       1	       0	       2	       1453	       2311800
condo	       2	       1.0	       1	       0	       4	       1459	       2483400
coop 	       2	       1.0	       1	       0	       2	       1422	       1633200
condo	       2	       1.0	       1	       0	       4	       1443	       2473800
condo	       1	       1.0	       0	       0	       4	       980	       1992000
condo	       2	       1.0	       1	       0	       3	       1450	       2358000
condo	       1	       1.0	       0	       0	       2	       923	       1645800
coop 	       2	       1.0	       1	       0	       2	       1431	       1614600
condo	       4	       2.0	       1	       1	       4	       2434	       3596400
coop 	       1	       1.0	       0	       0	       4	       940	       1308000
coop 	       2	       1.0	       1	       0	       3	       1425	       1815000
coop 	       2	       1.0	       1	       0	       4	       1445	       1911000
coop 	       2	       1.0	       1	       0	       2	       1486	       1647600
coop 	       1	       1.0	       0	       0	       3	       948	       1252800
coop 	       6	       3.0	       0	       0	       3	       2737	       3250200
condo	       3	       1.5	       1	       0	       5	       1803	       3037800
coop 	       4	       3.0	       1	       0	       5	       2445	       3135000
condo	       3	       1.5	       1	       1	       2	       2094	       2936400
condo	       6	       4.0	       0	       0	       3	       2936	       4101600
coop 	       4	       2.0	       1	       0	       4	       2202	       2725200
coop 	       2	       1.0	       1	       0	       2	       1410	       1710000
coop 	       4	       2.0	       1	       0	       4	       2245	       2751000
condo	       6	       4.0	       1	       0	       3	       3167	       4312200
condo	       2	       1.0	       1	       0	       3	       1430	       2382000
condo	       3	       1.5	       1	       1	       3	       2110	       3150000
condo	       1	       1.0	       0	       0	       4	       912	       1951200
coop 	       1	       1.0	       0	       0	       2	       902	       1009200
coop 	       3	       2.0	       1	       1	       3	       2196	       2601600
condo	       2	       1.0	       1	       0	       4	       1491	       2574600
coop 	       5	       3.0	       0	       0	       5	       2410	       3102000
coop 	       2	       1.0	       1	       0	       5	       1432	       2083200
condo	       4	       2.0	       1	       0	       3	       2201	       3300600
condo	       1	       1.0	       0	       0	       3	       955	       1773000
coop 	       4	       3.0	       1	       0	       5	       2453	       3043800
coop 	       5	       2.5	       0	       0	       4	       2323	       2977800
condo	       1	       1.0	       0	       0	       3	       948	       1852800
coop 	       2	       1.0	       1	       0	       4	       1444	       1886400
condo	       5	       2.5	       0	       0	       4	       2322	       3529200
condo	       2	       1.0	       1	       0	       3	       1407	       2392200
coop 	       5	       2.5	       0	       0	       3	       2371	       2886600
condo	       2	       1.0	       1	       0	       3	       1456	       2457600
coop 	       1	       1.0	       0	       0	       3	       960	       1200000
coop 	       1	       1.0	       0	       0	       4	       975	       1329000
coop 	       2	       1.0	       1	       0	       3	       1490	       1830000
condo	       5	       2.5	       0	       0	       3	       2278	       3394800
condo	       7	       6.0	       2	       1	       4	       4485	       5667000
condo	       1	       1.0	       0	       0	       2	       960	       1728000
coop 	       6	       3.0	       1	       0	       3	       2968	       3472800
coop 	       1	       1.0	       0	       0	       4	       965	       1311000
coop 	       3	       1.5	       1	       0	       3	       1809	       2249400
coop 	       2	       1.0	       1	       0	       3	       1465	       1767000
coop 	       3	       1.5	       1	       1	       4	       2076	       2589600
condo	       6	       3.0	       0	       0	       4	       2650	       3894000
coop 	       3	       1.5	       1	       1	       2	       2030	       2358000
coop 	       2	       1.0	       1	       0	       4	       1445	       1959000
condo	       1	       1.0	       0	       0	       4	       990	       1926000
coop 	       3	       1.5	       1	       1	       5	       2078	       2770800
coop 	       4	       2.0	       1	       0	       3	       2163	       2641800
coop 	       2	       1.0	       1	       0	       3	       1451	       1818600
condo	       2	       1.0	       1	       0	       2	       1451	       2226600
coop 	       4	       2.0	       1	       1	       3	       2467	       2968200
condo	       4	       2.0	       1	       0	       5	       2249	       3485400
condo	       2	       1.0	       1	       0	       4	       1451	       2478600
coop 	       2	       1.0	       1	       0	       5	       1462	       2053200
condo	       1	       1.0	       0	       0	       3	       971	       1878600
coop 	       4	       2.0	       1	       0	       3	       2157	       2650200
condo	       1	       1.0	       0	       0	       3	       992	       1891200
coop 	       1	       1.0	       0	       0	       4	       924	       1274400
coop 	       4	       2.0	       1	       0	       2	       2244	       2594400
condo	       2	       1.0	       1	       0	       4	       1488	       2536800
coop 	       2	       1.0	       1	       0	       4	       1480	       1920000
condo	       5	       2.5	       1	       0	       2	       2554	       3524400
condo	       1	       1.0	       0	       0	       4	       992	       1987200
condo	       5	       2.5	       0	       0	       3	       2287	       3448200
condo	       3	       1.5	       1	       1	       3	       2029	       3005400
condo	       3	       2.0	       1	       1	       4	       2175	       3225000
condo	       2	       1.0	       1	       0	       4	       1490	       2538000
coop 	       4	       2.0	       1	       0	       2	       2200	       2592000
coop 	       1	       1.0	       0	       0	       4	       942	       1357200
condo	       2	       1.0	       1	       0	       4	       1408	       2440800
condo	       1	       1.0	       0	       0	       4	       975	       1917000
condo	       1	       1.0	       0	       0	       4	       973	       1987800
condo	       1	       1.0	       0	       0	       4	       910	       1902000
condo	       2	       1.0	       1	       0	       4	       1456	       2517600
coop 	       3	       1.5	       1	       1	       4	       2081	       2640600
coop 	       4	       3.0	       1	       0	       2	       2432	       2767200
coop 	       1	       1.0	       0	       0	       2	       946	       1059600
coop 	       2	       1.0	       1	       0	       4	       1467	       1900200
condo	       5	       4.0	       0	       0	       4	       2722	       3817200
coop 	       1	       1.0	       0	       0	       3	       901	       1224600
condo	       5	       2.5	       0	       0	       5	       2373	       3691800
condo	       2	       1.0	       1	       0	       3	       1495	       2385000
coop 	       2	       1.0	       1	       0	       2	       1451	       1710600
coop 	       3	       1.5	       1	       0	       4	       1782	       2329200
coop 	       1	       1.0	       0	       0	       3	       935	       1233000
coop 	       4	       2.0	       1	       0	       4	       2201	       2784600
condo	       5	       2.5	       1	       1	       4	       2839	       4019400
coop 	       5	       2.5	       0	       0	       3	       2284	       2810400
condo	       2	       1.0	       1	       0	       4	       1475	       2577000
condo	       1	       1.0	       0	       0	       2	       981	       1740600
condo	       3	       2.0	       1	       1	       3	       2155	       3105000
condo	       1	       1.0	       0	       0	       3	       929	       1853400
condo	       5	       3.0	       0	       0	       4	       2406	       3639600
coop 	       4	       2.0	       1	       0	       4	       2181	       2772600
condo	       6	       3.0	       0	       0	       3	       2675	       3849000
condo	       2	       1.0	       1	       0	       4	       1486	       2559600
condo	       4	       2.0	       1	       1	       4	       2490	       3606000
condo	       3	       2.0	       1	       0	       3	       1964	       2882400
coop 	       2	       1.0	       1	       0	       3	       1424	       1790400
condo	       4	       3.0	       1	       0	       3	       2496	       3453600
coop 	       4	       2.0	       1	       0	       3	       2168	       2632800
condo	       4	       2.0	       1	       0	       3	       2245	       3255000
coop 	       2	       1.0	       1	       0	       3	       1488	       1876800
coop 	       3	       2.0	       1	       0	       2	       1910	       2166000
coop 	       5	       4.0	       0	       0	       2	       2711	       3006600
condo	       2	       1.0	       1	       0	       3	       1479	       2387400
condo	       5	       3.0	       0	       0	       3	       2438	       3490800
coop 	       1	       1.0	       0	       0	       3	       987	       1228200
condo	       1	       1.0	       0	       0	       3	       928	       1792800
coop 	       4	       2.0	       1	       0	       4	       2157	       2746200
condo	       6	       3.0	       0	       0	       3	       2727	       3916200
condo	       7	       6.0	       2	       1	       3	       4489	       5609400
condo	       6	       3.0	       0	       0	       3	       2711	       3858600
coop 	       1	       1.0	       0	       0	       4	       902	       1261200
condo	       6	       3.0	       0	       0	       3	       2739	       3851400
condo	       6	       3.0	       1	       0	       2	       2905	       4011000
condo	       1	       1.0	       0	       0	       2	       965	       1707000
condo	       3	       1.5	       1	       0	       3	       1815	       2865000
coop 	       5	       2.5	       1	       1	       5	       2843	       3613800
coop 	       2	       1.0	       1	       0	       3	       1410	       1746000
condo	       1	       1.0	       0	       0	       2	       998	       1726800
coop 	       3	       1.5	       1	       0	       5	       1858	       2530800
coop 	       3	       2.0	       1	       1	       3	       2152	       2503200
condo	       1	       1.0	       0	       0	       4	       902	       1933200
condo	       1	       1.0	       0	       0	       3	       955	       1785000
condo	       4	       3.0	       1	       1	       2	       2681	       3624600
condo	       2	       1.0	       1	       0	       4	       1414	       2480400
coop 	       2	       1.0	       1	       0	       4	       1458	       1882800
coop 	       2	       1.0	       1	       0	       2	       1435	       1629000
condo	       3	       2.0	       1	       0	       3	       1966	       2919600
condo	       3	       1.5	       1	       0	       3	       1824	       2822400
coop 	       5	       3.0	       0	       0	       3	       2462	       2941200
condo	       6	       3.0	       1	       0	       2	       2994	       4040400
condo	       2	       1.0	       1	       0	       3	       1439	       2363400
condo	       2	       1.0	       1	       0	       2	       1494	       2312400
coop 	       4	       2.0	       1	       0	       2	       2239	       2579400
condo	       5	       2.5	       1	       1	       3	       2867	       4012200
condo	       2	       1.0	       1	       0	       3	       1441	       2388600
coop 	       6	       5.0	       0	       0	       2	       3238	       3526800
condo	       1	       1.0	       0	       0	       4	       944	       1922400
coop 	       1	       1.0	       0	       0	       2	       911	       1026600
coop 	       1	       1.0	       0	       0	       4	       926	       1263600
condo	       4	       2.0	       1	       0	       4	       2193	       3379800
condo	       4	       2.0	       1	       1	       3	       2403	       3493800
coop 	       2	       1.0	       1	       0	       2	       1421	       1632600
condo	       2	       1.0	       1	       0	       4	       1444	       2570400
condo	       6	       4.0	       0	       0	       3	       2998	       4114800
condo	       2	       1.0	       1	       0	       2	       1475	       2253000
coop 	       2	       1.0	       1	       0	       4	       1474	       1880400
condo	       1	       1.0	       0	       0	       2	       939	       1739400
condo	       2	       1.0	       1	       0	       4	       1424	       2462400
coop 	       1	       1.0	       0	       0	       3	       940	       1212000
coop 	       1	       1.0	       0	       0	       3	       934	       1256400
coop 	       1	       1.0	       0	       0	       4	       983	       1369800
coop 	       1	       1.0	       0	       0	       3	       955	       1161000
condo	       5	       2.5	       1	       0	       2	       2603	       3577800
condo	       5	       3.0	       1	       0	       3	       2670	       3738000
coop 	       2	       1.0	       1	       0	       3	       1463	       1837800
coop 	       1	       1.0	       0	       0	       5	       906	       1419600
condo	       1	       1.0	       0	       0	       4	       980	       1944000
condo	       4	       2.0	       1	       0	       3	       2224	       3266400
condo	       1	       1.0	       0	       0	       5	       975	       2013000
condo	       2	       1.0	       1	       0	       5	       1438	       2650800
condo	       5	       2.5	       1	       0	       5	       2539	       3887400
condo	       5	       2.5	       0	       0	       3	       2291	       3438600
condo	       1	       1.0	       0	       0	       4	       999	       1991400
condo	       2	       1.0	       1	       0	       4	       1455	       2517000
coop 	       2	       1.0	       1	       0	       3	       1461	       1788600
condo	       6	       3.0	       1	       0	       4	       2948	       4276800
condo	       1	       1.0	       0	       0	       2	       926	       1623600
coop 	       1	       1.0	       0	       0	       4	       941	       1284600
coop 	       5	       3.0	       1	       0	       3	       2693	       3151800
coop 	       4	       2.0	       1	       1	       3	       2441	       2868600
condo	       2	       1.0	       1	       0	       5	       1461	       2592600
condo	       4	       2.0	       1	       0	       3	       2204	       3290400
condo	       1	       1.0	       0	       0	       5	       915	       2013000
condo	       3	       1.5	       1	       1	       4	       2031	       3222600
condo	       1	       1.0	       0	       0	       2	       979	       1739400
coop 	       2	       1.0	       1	       0	       3	       1495	       1821000
coop 	       3	       1.5	       1	       1	       3	       2038	       2446800
coop 	       6	       3.0	       0	       0	       4	       2746	       3459600
condo	       4	       3.0	       1	       0	       4	       2486	       3603600
condo	       2	       1.0	       1	       0	       3	       1494	       2480400
condo	       3	       1.5	       1	       0	       5	       1827	       3064200
condo	       2	       1.0	       1	       0	       3	       1408	       2344800
coop 	       3	       2.0	       1	       0	       4	       1916	       2433600
coop 	       1	       1.0	       0	       0	       3	       933	       1171800
condo	       1	       1.0	       0	       0	       4	       984	       2006400
coop 	       1	       1.0	       0	       0	       3	       998	       1282800
condo	       1	       1.0	       0	       0	       3	       936	       1761600
condo	       2	       1.0	       1	       0	       3	       1480	       2424000
coop 	       1	       1.0	       0	       0	       4	       975	       1341000
condo	       3	       1.5	       1	       1	       4	       2052	       3187200
coop 	       1	       1.0	       0	       0	       3	       981	       1236600
condo	       1	       1.0	       0	       0	       2	       966	       1743600
condo	       1	       1.0	       0	       0	       4	       988	       1900800
condo	       2	       1.0	       1	       0	       3	       1451	       2370600
coop 	       5	       4.0	       0	       0	       5	       2721	       3348600
condo	       1	       1.0	       0	       0	       5	       905	       2055000
coop 	       6	       3.0	       0	       0	       2	       2716	       3189600
coop 	       2	       1.0	       1	       0	       5	       1413	       2011800
coop 	       1	       1.0	       0	       0	       5	       916	       1389600
coop 	       2	       1.0	       1	       0	       3	       1411	       1734600
coop 	       6	       3.0	       0	       0	       3	       2672	       3235200
condo	       1	       1.0	       0	       0	       3	       956	       1785600
condo	       7	       3.5	       2	       1	       3	       3801	       5016600
condo	       2	       1.0	       1	       0	       4	       1403	       2521800
coop 	       2	       1.0	       1	       0	       4	       1499	       1991400
condo	       2	       1.0	       1	       0	       5	       1497	       2638200
condo	       1	       1.0	       0	       0	       4	       953	       1987800
condo	       5	       2.5	       0	       0	       3	       2285	       3387000
coop 	       5	       2.5	       0	       0	       3	       2283	       2809800
coop 	       6	       3.0	       1	       1	       2	       3160	       3660000
coop 	       6	       3.0	       1	       0	       3	       2925	       3543000
coop 	       3	       2.0	       1	       0	       5	       1900	       2544000
condo	       2	       1.0	       1	       0	       4	       1404	       2498400
coop 	       6	       3.0	       0	       0	       4	       2658	       3394800
coop 	       3	       1.5	       1	       1	       2	       2034	       2276400
coop 	       4	       3.0	       1	       0	       4	       2429	       2921400
condo	       5	       4.0	       0	       0	       5	       2735	       4041000
condo	       1	       1.0	       0	       0	       4	       922	       1933200
coop 	       6	       3.0	       1	       0	       3	       2908	       3472800
condo	       1	       1.0	       0	       0	       3	       992	       1831200
condo	       4	       2.0	       1	       1	       4	       2484	       3650400
coop 	       1	       1.0	       0	       0	       2	       990	       1146000
condo	       5	       4.0	       1	       1	       2	       3244	       4130400
condo	       7	       3.5	       2	       1	       2	       3807	       4948200
condo	       4	       3.0	       1	       0	       3	       2487	       3496200
condo	       2	       1.0	       1	       0	       3	       1450	       2370000
coop 	       2	       1.0	       1	       0	       2	       1488	       1648800
condo	       2	       1.0	       1	       0	       5	       1411	       2670600
condo	       5	       3.0	       0	       0	       4	       2456	       3621600
condo	       1	       1.0	       0	       0	       3	       936	       1845600
coop 	       3	       1.5	       1	       1	       4	       2051	       2598600
coop 	       1	       1.0	       0	       0	       3	       927	       1192200
coop 	       5	       2.5	       1	       0	       5	       2602	       3313200
coop 	       6	       3.0	       1	       1	       3	       3178	       3706800
condo	       1	       1.0	       0	       0	       2	       952	       1675200
condo	       2	       1.0	       1	       0	       4	       1417	       2518200
condo	       2	       1.0	       1	       0	       5	       1486	       2679600
condo	       2	       1.0	       1	       0	       5	       1448	       2632800
condo	       4	       2.0	       1	       1	       5	       2466	       3723600
coop 	       1	       1.0	       0	       0	       4	       935	       1305000
condo	       6	       3.0	       0	       0	       3	       2742	       3829200
condo	       3	       1.5	       1	       0	       4	       1847	       3016200
coop 	       2	       1.0	       1	       0	       5	       1402	       2029200
condo	       1	       1.0	       0	       0	       3	       938	       1834800
condo	       1	       1.0	       0	       0	       2	       989	       1769400
condo	       7	       4.0	       2	       1	       3	       3983	       5209800
condo	       5	       2.5	       0	       0	       3	       2319	       3407400
condo	       1	       1.0	       0	       0	       3	       998	       1882800
coop 	       6	       3.0	       1	       1	       5	       3244	       4022400
condo	       2	       1.0	       1	       0	       2	       1461	       2340600
condo	       2	       1.0	       1	       0	       2	       1439	       2267400
coop 	       1	       1.0	       0	       0	       3	       990	       1242000
condo	       1	       1.0	       0	       0	       4	       943	       1957800
coop 	       2	       1.0	       1	       0	       2	       1496	       1665600
coop 	       2	       1.0	       1	       0	       3	       1425	       1755000
condo	       3	       2.0	       1	       1	       5	       2187	       3424200
coop 	       5	       2.5	       0	       0	       3	       2366	       2883600
condo	       2	       1.0	       1	       0	       2	       1408	       2200800
condo	       2	       1.0	       1	       0	       4	       1460	       2580000
condo	       2	       1.0	       1	       0	       4	       1453	       2551800
condo	       1	       1.0	       0	       0	       3	       903	       1813800
condo	       6	       3.0	       0	       0	       3	       2716	       3909600
condo	       4	       2.0	       1	       0	       3	       2231	       3330600
coop 	       4	       2.0	       1	       1	       3	       2431	       2838600
coop 	       2	       1.0	       1	       0	       3	       1402	       1741200
condo	       6	       4.0	       0	       0	       3	       2902	       3973200
coop 	       4	       2.0	       1	       0	       2	       2182	       2581200
condo	       1	       1.0	       0	       0	       4	       971	       1998600
coop 	       4	       2.0	       1	       0	       3	       2189	       2657400
coop 	       2	       1.0	       1	       0	       4	       1487	       1972200
condo	       1	       1.0	       0	       0	       3	       950	       1758000
coop 	       2	       1.0	       1	       0	       2	       1457	       1666200
coop 	       2	       1.0	       1	       0	       2	       1411	       1650600
condo	       2	       1.0	       1	       0	       5	       1429	       2645400
condo	       1	       1.0	       0	       0	       3	       982	       1837200
coop 	       2	       1.0	       1	       0	       2	       1448	       1636800
condo	       1	       1.0	       0	       0	       5	       925	       1995000
condo	       2	       1.0	       1	       0	       3	       1456	       2373600
condo	       5	       4.0	       0	       0	       2	       2705	       3603000
coop 	       1	       1.0	       0	       0	       3	       961	       1188600
coop 	       4	       2.0	       1	       0	       3	       2236	       2685600
condo	       2	       1.0	       1	       0	       3	       1478	       2362800
coop 	       2	       1.0	       1	       0	       5	       1494	       2024400
coop 	       2	       1.0	       1	       0	       3	       1461	       1776600
coop 	       5	       2.5	       0	       0	       4	       2328	       2920800
condo	       1	       1.0	       0	       0	       2	       959	       1739400
condo	       3	       2.0	       1	       0	       4	       1914	       3020400
condo	       2	       1.0	       1	       0	       3	       1471	       2454600
coop 	       1	       1.0	       0	       0	       4	       919	       1295400
condo	       2	       1.0	       1	       0	       2	       1402	       2197200
coop 	       6	       4.0	       1	       1	       2	       3469	       3821400
condo	       4	       3.0	       1	       1	       5	       2689	       3965400
coop 	       2	       1.0	       1	       0	       4	       1457	       1882200
condo	       1	       1.0	       0	       0	       5	       915	       2085000
condo	       1	       1.0	       0	       0	       3	       982	       1873200
condo	       1	       1.0	       0	       0	       3	       935	       1773000
condo	       4	       3.0	       1	       1	       3	       2699	       3683400
condo	       4	       2.0	       1	       1	       4	       2453	       3679800
coop 	       1	       1.0	       0	       0	       2	       996	       1161600
condo	       3	       2.0	       1	       0	       5	       1966	       3135600
coop 	       2	       1.0	       1	       0	       5	       1447	       2032200
coop 	       2	       1.0	       1	       0	       3	       1497	       1846200
condo	       6	       5.0	       0	       0	       5	       3246	       4575600
condo	       3	       1.5	       1	       1	       5	       2071	       3318600
condo	       4	       3.0	       1	       1	       4	       2665	       3771000
condo	       2	       1.0	       1	       0	       3	       1437	       2434200
condo	       2	       1.0	       1	       0	       2	       1483	       2245800
coop 	       4	       2.0	       1	       1	       3	       2421	       2940600
coop 	       5	       3.0	       0	       0	       3	       2483	       2965800
condo	       3	       1.5	       1	       0	       5	       1820	       3096000
coop 	       4	       2.0	       1	       0	       2	       2159	       2495400
coop 	       4	       2.0	       1	       1	       3	       2454	       2888400
coop 	       1	       1.0	       0	       0	       4	       924	       1274400
coop 	       6	       3.0	       0	       0	       4	       2743	       3409800
condo	       4	       2.0	       1	       0	       4	       2217	       3334200
condo	       2	       1.0	       1	       0	       3	       1447	       2440200
condo	       2	       1.0	       1	       0	       3	       1480	       2436000
coop 	       1	       1.0	       0	       0	       4	       927	       1276200
condo	       5	       3.0	       0	       0	       5	       2409	       3737400
condo	       1	       1.0	       0	       0	       3	       947	       1864200
condo	       2	       1.0	       1	       0	       3	       1421	       2388600
coop 	       5	       4.0	       0	       0	       3	       2660	       3120000
condo	       4	       2.0	       1	       0	       2	       2194	       3092400
condo	       2	       1.0	       1	       0	       2	       1466	       2283600
condo	       2	       1.0	       1	       0	       3	       1421	       2400600
coop 	       2	       1.0	       1	       0	       3	       1475	       1833000
condo	       2	       1.0	       1	       0	       4	       1443	       2545800
coop 	       5	       4.0	       1	       0	       2	       2985	       3327000
coop 	       2	       1.0	       1	       0	       3	       1421	       1776600
coop 	       3	       2.0	       1	       1	       4	       2210	       2694000
condo	       6	       4.0	       0	       0	       4	       2903	       4189800
coop 	       6	       4.0	       0	       0	       2	       2907	       3352200
coop 	       2	       1.0	       1	       0	       3	       1443	       1837800
condo	       1	       1.0	       0	       0	       3	       947	       1768200
coop 	       1	       1.0	       0	       0	       2	       982	       1069200
condo	       3	       1.5	       1	       0	       3	       1820	       2796000
coop 	       2	       1.0	       1	       0	       5	       1481	       2016600
coop 	       4	       3.0	       1	       0	       3	       2493	       2935800
condo	       1	       1.0	       0	       0	       4	       952	       1927200
coop 	       1	       1.0	       0	       0	       4	       958	       1390800
condo	       5	       2.5	       0	       0	       2	       2353	       3379800
condo	       5	       3.0	       0	       0	       4	       2483	       3697800
coop 	       2	       1.0	       1	       0	       2	       1437	       1690200
